arch,condition,seed,task,rho,wd,step,side,mode,energy_share,rank,dc_share
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,44,0.005498165334709226,58,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,45,0.005915286339163073,44,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,46,0.08554097972923631,3,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,47,0.013933263698414626,10,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,48,0.005795292487447393,47,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,49,0.005857117383110461,45,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,50,0.005677416533990703,52,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,51,0.005586605518155874,55,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,52,0.005083203138294597,65,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,53,0.004615090062659695,72,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,54,0.0063037321190800855,39,0.00714541644791323
kimi,kimi_add_rho0.02_wd0.1_tiersNone,1001,add,0.02,0.1,final,in,55,0.00466490247452793,69,0.00714541644791323
